user,text,canidate
Tilly4PaulB, https://t.co/PDykciSAa1,trump
MsMamaSquirrel, But will I still be bothered by a president who is so transparently elitist and out of touch with… https://t.co/PveZsQyqzm,trump
ReaganCBrown, https://t.co/QT63tfFUcK,trump
sara56ja, Holy shit.  I always think you can't shock my senses anymore &amp; then you do. Unbelievable.  Novembe… https://t.co/fXwdKdbIls,trump
pdxwebster, @eastmorefree Looks like ENA has a friend in the White House. No surprise.,trump
RFK1966," Wow not content to be simply a racist, he's going to double down on anyone who needs the Affordabl… https://t.co/NrJaSK8kE5",trump
Bonnie_Wilcox," No, no, no. Our communities NEED people of ALL INCOME LEVELS, access to GOOD PUBLIC EDUCATION, acc… https://t.co/kabE65pwiT",trump
justbeinpetty," God, the responses on here.  “Hey poor people, stop being poor!” As if they *like* being poor...… https://t.co/THlYcpSFFD",trump
lexlugar2, Low income is his base.,trump
adbreon, @WhiteHouse What the ever loving fuck? You think this is a good thing?,trump
LuckTuck, ?? WOW! The Suburban Lifestyle Dream? Is that what Rich Old White Folk really call us? This is our… https://t.co/z11xAuYKIS,trump
DogMama04, So you’re alienating your own base? Probably 80% of them live in trailers and rural areas. Guess t… https://t.co/x143FrSVpd,trump
Wraeththu2," Excuse me, Mr. President. You left this on America. *Hands over an unwarranted sack of shit opinions*",trump
Janicesux," Donny, you should have headed this...Dear fellow racists.",trump
districtofash, So where would you like the low-income people and families to live? How would you like these communities eventually thrive?,trump
BenderBunns1, Thank you!!!!!!!,trump
MrHatnScars, Imagine being this racist,trump
nuhabesha, sounds a bit like REDLINING to me?? this blatant racism is in no way justifiable,trump
LouWilliam_1, I don't want my house value to go down because they decided to put low income housing developments… https://t.co/tr89nCL3DW,trump
ItsJustMax97, Holy shit this so racist it's breathtaking. This has so much coded language that it's literally a… https://t.co/8C8p1yj6eB,trump
DorazilTom, Great news.,trump
PattyArquette, #TrumpwishesGhislaineWell,trump
mousetoney, https://t.co/WTEKVE3jeE,trump
CldNight28, https://t.co/PZvcwOAKta,trump
smashtransistor, Since your ineptness has crumbled the economy and has caused 1000s of small businesses to go out o… https://t.co/4I9e72HkjK,trump
josephneilsen, You are supposed to represent EVERYONE in America. Not just certain kinds. You are a fraud and a d… https://t.co/IQsogViUql,trump
MyTruthHurts26, https://t.co/kHvmunVWz3,trump
djdacoop, Enough of this hate ban Trump from Twitter!! Can I get a Amen,trump
TriviaAi, https://t.co/P7xYBYarfD,trump
slons1046, This is a kid’s splash pad in the neighborhood of @Cabbagetowner in downtown Toronto. Cabbagetown… https://t.co/RgcwRXNMfZ,trump
iTebowCHI, I’m sure those Evangelical Christian base will *love* this ... its SO Christ-like. As He always sa… https://t.co/izL82mIX5w,trump
5WALSH4, You are are not PRESIDENTIAL. It is the American Dream to own a home. Our families fought in our w… https://t.co/QdesHgzh0D,trump
SweetLisaRose, Thank you for all you've done to protect Americans from these evil forces right now. It's a spirit… https://t.co/a5IRVSMuRE,trump
_ssanders, I love my low-income neighbors though. Wealth doesn’t equate friendliness.,trump
TravelingAthei1, And a piss poor human by every measure. Do you really wonder why no one can stand you? https://t.co/TQdoHkjGxY,trump
aharmon1973, You have got to be fucking kidding me.,trump
haeugene, This is you: https://t.co/0H7yBCsWaZ,trump
FrancisLevante1," Its 1:30 pm, and we have 525 dead souls, and this fool is running his mouth.",trump
Sublimedad, Didn’t your family get sued for something like this?,trump
acanning05, Your racism is showing.,trump
KRISHNA28068571, Love from india  .. Help is in kashmir issue ??  Lots of ?? ??,trump
mutedbymost, So poor people will have to move into one of Jared Kushner's slum buildings?,trump
foldiefoldie," His, Bigot!!!",trump
dougRESISTance, ?????????????????? https://t.co/BcUG3BDwOO,trump
faithshook8, @WhiteHouse His poll numbers keep dropping.,trump
JfWiegel, Back to the ghettos? Maybe fix the unemployment and there won’t have to be any low income housing? https://t.co/ZlIT976KhK,trump
thecamillemonae," Meanwhile,  my mom's community is being pushed out by high taxes due to gentrification by suburban… https://t.co/p42guwTNu3",trump
audiomagnate, I live in a 99+% affluent white suburb north of Atlanta. On my 21 mile bike ride this morning I sa… https://t.co/raYPWCDaY5,trump
MBA_SF," Why is anyone surprised by this tweet?  Trump going full bore racist, division, and class warfare… https://t.co/9XJ52yaPvP",trump
ChelleRuns, You know what?  You can fuck right off.,trump
lisa_lbrayer360, I see you have paid your monthly dues to the Klan.,trump
hardycook," Unfortunately, this pure racist remark will resonate positively with a lot of Karen’s.",trump
swheeler2, This is so wrong. Probably illegal too.,trump
BigChungus888, https://t.co/BcfJCZQIOC,trump
lthomas2689, You do not know what you are talking about.,trump
TroyMitts," Yeah, I’m pretty sure this is illegal, but you are a criminal so...",trump
Eugene223456, everebody who blame Trump for being racist relocate to South Chicago https://t.co/U9gdNTa9Ie,trump
BL352, This man just said “im happy to tell y’all that niggas and Mexicans won’t be in the neighborhood a… https://t.co/QrCdn7Ugn6,trump
Jardg12, Thank you. People work hard to move up in the world only to have the democrats bring the slums int… https://t.co/S99AB22afl,trump
Vickiinmyhead, God forbid suburban Karen's having to pass by houses not in their price bracket on their way to the dress barn,trump
James74466889, The man said nothing about african americans just low income in general. Assuming he MEANT african… https://t.co/btWttQBltt,trump
OzzyMerc, What the hell? Isn’t this redlining on a federal level? I’m sure this has been argued before the S… https://t.co/X5y47pozmB,trump
JeffGosselin3, Disgusting.,trump
Jamoy4, I voted for you and I have to tell you.????#GOJOE2020 ????,trump
AreYouK33500741, I live in the burbs and have no idea what you’re talking about. Suburban Lifestyle Dream is not a… https://t.co/jKmvYJiF1t,trump
MeighanDwayne, This tweet is brought to you by the Chevy™ Suburban®.  Like a Rock.© https://t.co/QxdcXfKeBM,trump
superwoman428, We have beautiful low income housing in my little town in PA. Everyone who lives there keeps it ni… https://t.co/rxghRY4cs3,trump
RegTruman1, You need just stop tweeting and talking undermining experts in your administration.  The American… https://t.co/pnfYQiPAs0,trump
Natralee, https://t.co/FkkOFfYa9h,trump
Michele40025594," I consider myself low income,  I make 20,000 a year without overtime,   so even if I'm white I can… https://t.co/jBjeO4Fcnb",trump
jmfrantz, Could you be more racist?! Oh yeah you can...here we go! #RacistInChief,trump
amyrocks90, #TrumpIsARacist !!!!??????,trump
AmytownUSA," Wow- this makes me sad. Sincerely, a white middle class suburbanite.",trump
HaverfordRepub1, Thank you  for protecting our homes and neighborhoods from Democratic agendas.… https://t.co/61kvsMp3UG,trump
Justinkuenzi1, You truly have no heart.  No compassion.  No dignity.  No competence.  No leadership capabilities.… https://t.co/mRJIli5q2N,trump
GorleyJudy, You are a racist!,trump
TheJohnADaniels, The racist dog whistling is too strong,trump
mmmcmahon," This is vile but, fortunately, and a lot of other things you've done will be undone when Biden is elected in November",trump
ElaineDBradley4, No dog whistles anymore. Full on racism. Your sick!,trump
Mamasake," So no one to take care of any basic services then.  Restaurant workers, teachers, gas station atte… https://t.co/fGTuh4OGSO",trump
CorneliaVDavies, Don't you have a job to do? What is you handicap today?,trump
charlie_mas," In the middle of a housing crisis when more families are being evicted than ever before, Mr. Makes… https://t.co/rGLGmex9zF",trump
NoshSpiceNC, Smells kinda racist.,trump
HappyKewlGuy, Racist false bullshit from an evil #WhiteSupremacist #TrumpKKK #TrumpNazi,trump
ShastaTemple, Can’t be shocked anymore by anything spewing from his mouth been a racist pos..thi… https://t.co/WzOEyhHfXL,trump
DavidSPrice1, Thank you sir,trump
morrill_beckman, @DMey12 gOd BlEsS AmErIcA!,trump
eveconsultant, You are proud of this??? YOU ARE SO RACIST!!!??,trump
whitney_calkins, The Racist on choef speaks again!!! Barf!!!,trump
GlenColton, Each city should have local control over their zoning policies,trump
SCee57," The white people won't be bothered, you mean, amirite?",trump
JustMiss8, Holy fuck. Are you serious???,trump
SquirtGG, Diverse neighborhoods are healthier for everyone. Fool.,trump
HannasLynne, https://t.co/PTkZzPi1r0,trump
volcelation," Cone on, let him tweet it. We need that raw shit",trump
semifluent, So many suburban people have had their dream turn into a nightmare during your reign of terror. I… https://t.co/IbU5V9zBp0,trump
LauraBensonRN, https://t.co/qWCa8dZqU4,trump
PhoenixTennis1, Could you sound any more racist?,trump
audubon3514," What he wanted to say: I’m doing all I can to make it feel like 1955 again, when people of color l… https://t.co/Qgs9nFK4Kf",trump
plato1066, Oh just say it. You’re promoting segregation. We know you‘re a racist.,trump
DemocracyStan, https://t.co/ZbGaLFGL9f,trump
Jamieross11jr, President for those left behind aye,trump
buddychrist82AD, Are you going to stop Gentrification as well?,trump
ccie2711, So basically your whole campaign is going to be “End Urban Sprawl”....  You will definitely get th… https://t.co/FlSxCk53sD,trump
Ammobunkerdean, look.  White racist man says racist thing out loud..,trump
BrianJRW, Hell yeah!   Thank you Mr. President!,trump
savannahpeace, YOUR RACIST dog whistle has become a BLOW-HORN ????????,trump
redheadbf, Your evil actions won’t stand well when you stand before God.  I can’t comprehend all your ungodly… https://t.co/HWsAYY9EIw,trump
Peter_D_Carter," Lost a ton of money in your ""reform"" of mortgage interest deduction. Not inclined to believe you now.",trump
juliann3321, Just temporary as you are.,trump
JeannetteBon, So racist... sad...,trump
Moore1766, So what you are saying is you are wanting to get rid of the suburbs?,trump
isaac02256029, Low income is your double speak for minorities. You don’t want minority housing in the suburbs you… https://t.co/fFSPDytfx1,trump
Silvia_Brognara," Fossi in te, tirerei proprio su un muro... anzi no, un fossato tutto attorno, con i coccodrilli ed i piranha ???????",trump
LisanDonnie, Imagine the biggest criminal of all saying crime will go down in suburbs if there is no low income… https://t.co/UKn13OW4T0,trump
missionmidnight, #FlushTheTurdNov3rd #ByeDon2020,trump
MatthewDicks," You’re a disgusting, racist, incompetent human being who somehow managed to find new lows every da… https://t.co/GZrFuSjkdC",trump
SDargitz," Hey, remember when Russia paid bounties on American soldiers and you refused to do anything about… https://t.co/4WSEgjaVwB",trump
DrAstroZoom, #racistPOTUS,trump
bluedaydawning, Racist much?,trump
BrianDHalligan," How are you still here, the syphilis is clearly eating your brain.",trump
AmercnApplePie, YOU ARE A RACIST. THIS IS DISGUSTING.,trump
tx_outsider," Wow, you're just putting your racism into policy.",trump
got_rued, The bigotry of low expectations is strong in the comments. Lefties have no idea how racist they re… https://t.co/9WILgrLEZ9,trump
Katydid303, FUCK YOU and ALL YOUR REPUBLICAN SYCOPHANTS ??,trump
Liberalyogi, I'm a suburban Mom and I'll be voting for @JoeBiden #RacistInChief,trump
DogMama04, #RacistInChief #AmericaOrTrump,trump
kay_vandenberg, GO AWAY! NOBODY LIKES YOU AND YOU RUIN EVERYTHING!,trump
Frankvdb711, So you’re just catering to the upper middle class and the rich?? I thought a president  cared for… https://t.co/FcwpgKQzST,trump
g_j_clark," This can’t be real, can it?",trump
TimCondit, Doctors prescribe LiveAndLetLivia (tm) for chronic racism not controlled with other treatments. Gi… https://t.co/EDf7LoHeXB,trump
SuperDuperSJW," Very fine people on both sides, but the poor ones shouldn't bother you. https://t.co/cIGigIg0Nq",trump
mamaoclo," Blablabla, no plan, no solutions, nothing.. Btw: what about your health? Everything ok? What about… https://t.co/VPy5mLeJo3",trump
FrannyWild, I might remind DJT that my dad bought our house on the GI Bill for $100 down in 1954. Was that low… https://t.co/A1EKba9bL2,trump
JRLAW21, Only racist people when they hear low income immediately equate black and brown people!,trump
therealjarenz, ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????… https://t.co/hL6WFr6Tpi,trump
atliberalandold, Why do you hate poor people? You have no soul.,trump
trace0304, Nobody Likes You,trump
1969jdr, Idiot. Nothing to be proud of ????,trump
BarrisLaurs, Please be quiet,trump
shaun102715, There really couldn’t be a more unambiguous way he could say that he despises poor people,trump
eazyearl84, What about gentrification of lower income neighborhoods? This actually pushes In a lot lower incom… https://t.co/Sa4WR3IkJB,trump
mjamesb320, Wow you’re gross.,trump
kornheiserfan, This isn’t even subtle,trump
